chapter_topic,page_topic,prompt
 Quantifying Error,The Empirical Rule,"In the distribution above, we've drawn some light gray lines to illustrate the boundaries of Zone 2 (the data within 2 standard deviations from the mean). Let's apply the statistical community's idea of ""unlikely."" Choose all of the ""unlikely"" thumb lengths."
 Quantifying Error,The Empirical Rule,"The ""unlikely"" part is the .05 part that is farthest away from the mean (in both left and right directions). Label the regions below with the appropriate proportions. (You're free to use a value more than once.)"
 Quantifying Error,Chapter 6 Review Questions,"<p>We're going to be referring to a data frame called <code>mpg</code>.&nbsp;It contains a subset of the fuel economy data that the EPA makes available on http://fueleconomy.gov.&nbsp;It contains only models which had a new release every year between 1999 and 2008—this was used as a proxy for the popularity of the car. Below is a portion of the data, including definitions of the variables used in it.</p>

<pre><code> manufacturer model displ  year   cyl trans      drv     cty   hwy fl    class
 <chr>        <chr> <dbl> <int> <int> <chr>      <chr> <int> <int> <chr> <chr>
1 audi        a4     1.80  1999     4 auto(l5)   f        18    29 p     comp~
2 audi        a4     1.80  1999     4 manual(m5) f        21    29 p     comp~
3 audi        a4     2.00  2008     4 manual(m6) f        20    31 p     comp~
4 audi        a4     2.00  2008     4 auto(av)   f        21    30 p     comp~
5 audi        a4     2.80  1999     6 auto(l5)   f        16    26 p     comp~
6 audi        a4     2.80  1999     6 manual(m5) f        18    26 p     comp~
</chr></chr></int></int></chr></chr></int></int></dbl></chr></chr></code>
</pre>

<p><code>manufacturer</code>: Manufacturer/brand name</p>

<p><code>model</code>: Car&nbsp;model name</p>

<p><code>displ</code>: Engine displacement, in litres</p>

<p><code>year</code>: Year of manufacture</p>

<p><code>cyl</code>: Number of cylinders</p>

<p><code>trans</code>: Type of transmission</p>

<p><code>drv</code>: f = font-wheel drive, r = rear wheel drive, 4 = 4wd</p>

<p><code>cty</code>: City miles per gallon</p>

<p><code>hwy</code>: Highway miles per gallon</p>

<p><code>fl</code>: Fuel type. e = ethanol, d = diesel, r = regular, p = premium c = natural gas</p>

<p><code>class</code>: The ""type"" of car</p>

<p>1. What is represented by the numbers on the y-axis of this histogram?</p>

<p><img alt=""A histogram of the distribution of hwy in mpg."" height=""420"" src=""https://assets.learnosity.com/organisations/430/6018abe8-67cf-445a-a3b5-e741b6c07e26.png"" width=""600""></p>
"
 Quantifying Error,Chapter 6 Review Questions,"<p>2. The histogram below was created with this code: <code>gf_histogram(~ hwy, data = mpg, fill = ""magenta"", bins = 10)</code></p>

<p>Why does this histogram look different than the one in the previous question?</p>

<p><img alt=""A histogram of the distribution of hwy in mpg with 10 bins."" height=""436"" src=""https://assets.learnosity.com/organisations/430/abca83d6-578d-4874-a319-3203f0944d58.png"" width=""600""></p>
"
 Quantifying Error,Chapter 6 Review Questions,"<p>3. Here we have depicted the mean as a vertical blue line.&nbsp;Why is the mean a good model for <code>hwy</code>?</p>

<p><img alt=""A density histogram of the distribution of hwy in mpg with a vertical line in blue showing the mean. "" height=""355"" src=""https://assets.learnosity.com/organisations/430/c2a248f3-e8ab-40e1-b212-fa8d237f09ea.png"" width=""600""></p>
"
 Quantifying Error,Chapter 6 Review Questions,"4. If a data point is very far away from the mean, what would you expect for the residual?"
 Quantifying Error,Chapter 6 Review Questions,"5. What's true of the distribution of any variable, if your model is the mean of that variable?"
 Quantifying Error,Chapter 6 Review Questions,"<p>6. If you ran the R code below, what would you be able to tell from the output?</p>

<pre><code>Empty.model &lt;- lm(hwy ~ NULL, data = mpg)
Empty.model
</code></pre>
"
 Quantifying Error,Chapter 6 Review Questions,"<p>7. If you ran the R code below, what would you be able to tell from the output?</p>

<pre><code>Empty.model &lt;- lm(hwy ~ NULL, data = mpg)
supernova(Empty.model)
</code></pre>
"
 Quantifying Error,Chapter 6 Review Questions,8. The sum of squares gets larger as:
 Quantifying Error,Chapter 6 Review Questions,"9. Let's say you've calculated the sum of squares for <code>hwy</code>. What would the advantage be of dividing that number by \(n-1\)&nbsp;(i.e., dividing it by the \(df\))?"
 Quantifying Error,Chapter 6 Review Questions,10. How would you use R to calculate variance in <code>hwy</code>?
 Quantifying Error,Chapter 6 Review Questions,11. What R code will output the standard deviation for <code>hwy</code>?
 Quantifying Error,Chapter 6 Review Questions,"12. If you've calculated the standard deviation for <code>hwy</code>, what have you found?"
 Quantifying Error,Chapter 6 Review Questions,"<p>13. Below is the histogram for <code>hwy</code>.&nbsp;What would you get if you were to total up the height (the ""count"") of all the bars?</p>

<p><img alt=""A histogram of the distribution of hwy in mpg."" height=""432"" src=""https://assets.learnosity.com/organisations/430/0ebe4f74-388e-43f4-adaf-a4ac22b80ebd.png"" width=""600""></p>
"
 Quantifying Error,Chapter 6 Review Questions,"14. The mean of <code>hwy</code> is 23.44. If you wanted to calculate a z score for a <code>hwy</code> of 27, how would it be affected by the standard deviation for <code>hwy</code>?"
 Quantifying Error,Chapter 6 Review Questions,"15. If the z score for your friend's car's highway miles per gallon is found to be .6, what does that mean?"
 Quantifying Error,Chapter 6 Review Questions,"<p>16. If we fit a normal curve on the distribution of <code>hwy</code> (see visualization below), what is it that we're modeling with it?</p>

<p><img alt=""A density histogram of the distribution of hwy in mpg with a vertical line in blue showing the mean and overlaid with a best-fitting normal curve."" height=""346"" src=""https://assets.learnosity.com/organisations/430/88ea26a7-a598-4bf8-83fd-5a346f3235b7.png"" width=""600""></p>
"
 Quantifying Error,Chapter 6 Review Questions,"<p>17. In the figure below, which part represents the probability that a car would have a <code>hwy</code> above 29.4 (depicted in red)?&nbsp;Which part represents the z score for 29.4?</p>

<p><img alt=""A density histogram of the distribution of hwy in mpg with a vertical line in blue showing the mean of 23.4, overlaid with a best-fitting normal curve, and with a vertical line in red showing hwy of 29.4. A is the area under the normal curve to the left of the mean. B is the area under the normal curve to the right of the mean and to the left of hwy of 29.4. C is the deviation from hwy of 29.4 to the mean. D is the area under the normal curve to the right of hwy of 29.4. "" height=""354"" src=""https://assets.learnosity.com/organisations/430/3fe24708-d351-4309-993e-43720be200af.png"" width=""600""></p>
"
 Quantifying Error,Chapter 6 Review Questions,"<p>18. Below we have depicted a histogram and the favstats for <code>hwy</code>.&nbsp;Using the Empirical Rule, estimate the probability that a car would have a <code>hwy</code> above 29.4 (depicted in red).&nbsp;Note, we have depicted the original data distribution in the histogram but we don't want you to think about the data.&nbsp;We want you to estimate the probability of a value greater than 29.4 based on a normal model of the distribution.</p>

<p>&nbsp;</p>

<p><img alt=""A density histogram of the distribution of hwy in mpg with a vertical line in blue showing the mean of 23.4, overlaid with a best-fitting normal curve, and with a vertical line in red showing hwy of 29.4. According to the favstats for hwy, Min is 12. Q1 is 18. Median is 24. Q3 is 27. Max is 44. Mean is 23.44017. Sd is 5.954643. N is 234. "" height=""309"" src=""https://assets.learnosity.com/organisations/430/a713a59f-1c1c-4323-82ce-bc8c4ee9fed5.png"" width=""539""></p>

<pre><code> min Q1 median Q3 max     mean       sd   n missing
  12 18     24 27  44 23.44017 5.954643 234       0
</code></pre>
"
 Quantifying Error,Chapter 6 Review Questions,"<p>19. Below is a normal model of a population.&nbsp;There are more or less likely values of this variable.&nbsp;What part of the population would be considered ""unlikely"" to be randomly selected (according to the definition of ""unlikely""&nbsp;agreed upon by the statistics community)?</p>

<p><img alt=""In a normal curve, A is the area within zone 1. B is the area outside of zone 2. C is the area outside of zone 3. D is the upper boundary of zone 2."" height=""437"" src=""https://assets.learnosity.com/organisations/430/849ddf09-c78a-407d-84ed-1b84144ca33c.png"" width=""600""></p>
"
 Quantifying Error,Chapter 6 Review Questions 2,"<p>The next set of questions is based on a data frame called <code>FatMice18</code>, which contains data for 18 mice. Mice were randomly assigned to one of two light treatments: LD (light/dark cycle) or LL (light in the day and light at night as well). The researchers tracked the weight gained by each mouse (in grams) over four weeks of this light treatment.</p>

<p>The variables in the data frame are:</p>

<ul>
	<li><code>Light</code> Light treatment: LD = normal light/dark cycle or LL = bright light at night</li>
	<li><code>WgtGain4</code> Weight gain in grams over a four week period</li>
	<li><code>CageLoc</code> The location of the cage in the research lab (on the top row or bottom row)</li>
</ul>

<p>Here's the result of running <code>head(FatMice18)</code>:</p>

<pre><code>  Light WgtGain4    CageLoc
1    LL       10    top row
2    LL       10    top row
3    LL       11 bottom row
4    LL        9 bottom row
5    LL       12    top row
6    LL        9 bottom row
</code>
</pre>

<p><img alt=""A histogram of the distribution of WgtGain4 in FatMice18."" height=""221"" src=""https://lh6.googleusercontent.com/T402hCm0nd-B08a_V2R5Fmnu5e-dwI5fT3ZgApPNd5xCkjtyLXfr41uXTzUTwy0z_kxJ9Ej0TKEkeySgYj9mG0plo5tdN3TgILZL37MF7-9rXoYtC9PtdeAOrhu7kUNoAd88ruAg"" width=""435""></p>

<p>1. Above is the histogram for <code>WgtGain4</code>. What would you get if you were to total up the height (the ""count"") of all the bars?</p>
"
 Quantifying Error,Chapter 6 Review Questions 2,"<p><img alt=""A histogram of the distribution of WgtGain4 in FatMice18. Among all 18 data points, there is only one data point above 15."" height=""223"" src=""https://lh6.googleusercontent.com/jgvG4tqpuy7XtqLNK3i8z-1P-TheZEnG3f-MMN7RcK4krpgArvm8npZEQ-10cnsKoh1CD_8K2nFSBu9l8j62fLPlKrEzgaNrdMv2x_UZbF5qTbdNmzsKCVQ2K0W6ToRXCDjRB_Yv"" width=""439"" /></p>

<p>2. The histogram above shows the distribution of <code>WgtGain4</code> in the <code>FatMice18</code> data frame. Based on the sample we have,&nbsp;what is our best estimate for the likelihood of a mouse in a future study gaining more than 15 grams of weight?</p>
"
 Quantifying Error,Chapter 6 Review Questions 2,"<p><img alt=""A jitter plot of the distribution of WgtGain4 by Light with a horizontal line showing the mean. Data points in LD condition are all below the mean, and data points in LL condition are all above the mean. The lowest point in LD condition is circled in red."" height=""238"" src=""https://lh6.googleusercontent.com/a50GRVF4-73iGijbcUyfKRCm0dXdz8HYIiSVKU_4Ejob2qyORMym73cwBEurSpGOaIei3TWxJwcRdv1Lw_nrtTogLLR699oBjxAl8RY-XOcf5tpUa6Yw9siPeO5YE-M7DpfFX0Kp"" width=""470""></p>

<p>3. Consider the mouse who gained the least amount of weight in this study (circled in red in the jitter plot above). What is true about the residual of this mouse from the empty model?</p>
"
 Quantifying Error,Chapter 6 Review Questions 2,"4. If you've calculated the variance for <code>WgtGain4</code>, what have you found?"
 Quantifying Error,Chapter 6 Review Questions 2,"5. If the z score for a mouse's weight gain is -0.7, what does that mean?"
 Quantifying Error,Chapter 6 Review Questions 2,"6. Using the <code>FatMice18</code> data frame, run <code>favstats()</code> on <code>WgtGain4</code>. At what value would the sum of squared errors (sum of squares) be lowest?&nbsp;"
 Quantifying Error,Chapter 6 Review Questions 2,7. Fit the NULL or empty model of <code>WgtGain4</code> in the <code>FatMice18</code> data frame. What is the sum of squares for this model?
 Quantifying Error,Chapter 6 Review Questions 2,"<p>You've just run the following code:</p>

<pre><code>tally(~ WgtGain4 &gt; 10, data = FatMice18, format=""proportion"")
</code></pre>

<p>You've gotten the following output:</p>

<pre><code>WgtGain4 &gt; 10
     TRUE     FALSE
0.2222222 0.7777778
</code></pre>

<p>8. What can you now say?</p>
"
 Quantifying Error,Chapter 6 Review Questions 2,"9. Let's say we want to compare the <code>Light</code> model for weight gain (WgtGain4 = Light + error) to the empty model (WgtGain4 = mean + error). What does the ""mean"" in the empty model word equation refer to?"
 Quantifying Error,Chapter 6 Review Questions 2,"10. If we add more mice to the study, which of these would certainly not be affected?"
 Quantifying Error,Chapter 6 Review Questions 2,"<p><code>StudentSurvey</code> is a data frame with 362 observations on the following 17 variables:</p>

<ul>
	<li><code>Year&nbsp;</code>Year in school</li>
	<li><code>Gender&nbsp;</code>Student's gender:&nbsp;F<strong>&nbsp;</strong>or&nbsp;M</li>
	<li><code>Smoke&nbsp;</code>Smokers?&nbsp;No<strong>&nbsp;</strong>or&nbsp;Yes</li>
	<li><code>Award </code>Preferred&nbsp;award:&nbsp;Academy<strong> </strong>or&nbsp;Nobel<strong> </strong>or&nbsp;Olympic</li>
	<li><code>HigherSAT&nbsp;</code>Which SAT is higher?&nbsp;Math<strong>&nbsp;</strong>or&nbsp;Verbal</li>
	<li><code>Exercise&nbsp;</code>Hours of exercise per week</li>
	<li><code>TV&nbsp;</code>Hours of TV viewing per week</li>
	<li><code>Height&nbsp;</code>Height (in inches)</li>
	<li><code>Weight&nbsp;</code>Weight (in pounds)</li>
	<li><code>Siblings&nbsp;</code>Number of Siblings</li>
	<li><code>BirthOrder&nbsp;</code>Birth order, 1 = oldest</li>
	<li><code>VerbalSAT&nbsp;</code>Verbal SAT score</li>
	<li><code>MathSAT&nbsp;</code>Math SAT score</li>
	<li><code>SAT&nbsp;</code>Combined Verbal + Math SAT</li>
	<li><code>GPA&nbsp;</code>College grade point average</li>
	<li><code>Pulse&nbsp;</code>Pulse rate (beats per minute)</li>
	<li><code>Piercings&nbsp;</code>Number of body piercings</li>
</ul>

<p>11. Using the <code>StudentSurvey</code> data frame, run <code>favstats</code> on <code>Siblings</code>. At what point would the sum of squared errors (sum of squares) be lowest?</p>
"
 Quantifying Error,The Beauty of Sum of Squares,"# this sets the model at a particular value
model <- 60.1

# this calculates the sum of squares from the model
sum((Fingers$Thumb - model)^2)
"
 Quantifying Error,The Beauty of Sum of Squares,"# create an empty model of Thumb length from Fingers
empty_model <-

# analyze the model with supernova() to get the SS
supernova()
"
 Quantifying Error,The Beauty of Sum of Squares,"We got an SS of 11,880. What unit would be attached to this number?"
 Quantifying Error,Variance,"# this creates the empty_model
empty_model <- lm(Thumb ~ NULL, data = Fingers)

# calculate the variance of Thumb from the Fingers data frame
var()

# use supernova() on the empty_model to calculate variance
supernova()
"
 Quantifying Error,Variance,Which looks more spread out?
 Quantifying Error,Variance,"Of the distributions above, which has the larger SS?"
 Quantifying Error,Variance,"Why is the SS so large for distribution 3, relative to distribution 4?"
 Quantifying Error,Variance,"Of the distributions above, for which do you think the mean would be a better model?"
 Quantifying Error,Variance,What is the correct interpretation of the value 76.1552?
 Quantifying Error,Variance,Is this a sample statistic or a population parameter?
 Quantifying Error,Variance,"<p><img alt=""A scatterplot with Student ID on the x-axis and Thumb on the y-axis. A horizontal line runs through the mean of the data. All the data points are connected to the mean line with vertical lines and form a square for each data point."" height=""320"" src=""https://assets.learnosity.com/organisations/430/20417ee4-d21b-4f30-a28a-ff56eb7981ba.png"" width=""400"" /></p>

<p>Here we see a picture that we looked at in the video when we explored SS. Which is the visual definition of SS?&nbsp; Which is the visual definition of variance?</p>
"
 Quantifying Error,Standard Deviation,"# calculate the standard deviation of Thumb from Fingers with sd()

# calculate the standard deviation with sqrt() and var()

# calculate the standard deviation with favstats()
"
 Quantifying Error,Standard Deviation,"# create an empty model of PoundsLost from MindsetMatters
empty_model <-

# find SS, var, and sd
# there are multiple correct solutions
"
 Quantifying Error,Standard Deviation,Remember that the variance of <code>Thumb</code> from <code>Fingers</code> was 76. Which of the following is a good estimate for the standard deviation of <code>Thumb</code>?
 Quantifying Error,Standard Deviation,Which is the visual definition of standard deviation? (Check all that apply.)
 Quantifying Error,Standard Deviation,What is the correct interpretation of the value 8.73?
 Quantifying Error,Standard Deviation,"What does it mean that these three measures of error (SS, variance, and standard deviation) are minimized at the mean?"
 Quantifying Error,Standard Deviation,Which of the following R commands would help you figure out standard deviation for pounds lost? (Check all that apply.)
 Quantifying Error,Standard Deviation,Which of the following R commands would help you figure out variance in pounds lost? (Check all that apply.)
 Quantifying Error,Standard Deviation,Which of the following R commands would help you figure out SS for pounds lost? (Check all that apply.)
 Quantifying Error,Standard Deviation,Match each measure of error to its correct interpretation.
 Quantifying Error,Standard Deviation,"As we have said before, there are often many different words that represent the same ideas in statistics. For example, the mean is sometimes referred to as the average. You will see the phrase ""mean squared error"" in statistics. Which of these do you think it refers to? Try to figure it out."
 Quantifying Error,Z-Scores,"# z-score if distribution 1 were true
(37000 - 35000)/1000

# z-score if distribution 2 were true
"
 Quantifying Error,Z-Scores,What is the numerator in the formula above?
 Quantifying Error,Z-Scores,And what is the denominator?
 Quantifying Error,Z-Scores,"What if, in addition to knowing Zelda's thumb length is 65.1 mm, we know also that the mean of the distribution of thumb lengths is 60.1 mm? What does this tell us that we didn't know before we knew the mean?"
 Quantifying Error,Z-Scores,Which of these measures of spread might be most useful in measuring how far 65.1 mm is from the mean?
 Quantifying Error,Interpreting and Using Z-Scores,"# this saves the mean and standard deviation of Thumb
mean <- mean(Fingers$Thumb)
sd <- sd(Fingers$Thumb)

# write code to calculate the z-score for a 65.1 mm Thumb
"
 Quantifying Error,Interpreting and Using Z-Scores,Which is the correct interpretation of this&nbsp;z&nbsp;score?
 Quantifying Error,Interpreting and Using Z-Scores,"Your friend just scored 45,000 on Kargle. What is her z score? (Note: Provide only the result of your calculation.)"
 Quantifying Error,Modeling the Shape of the Error Distribution,"# get a tally of greater_than_110 in sample_2
tally()

# get the tally in proportions
tally()
"
 Quantifying Error,Modeling the Shape of the Error Distribution,"# modify this to create a boolean variable that records whether a Thumb is greater than 65.1
Fingers$GreaterThan65.1 <-

# modify this to find the proportion of GreaterThan65.1
tally(~ , data = , format = ""proportion"")
"
 Quantifying Error,Modeling the Shape of the Error Distribution,"Now make a prediction: If one new, randomly-selected observation were added to each of these samples, in which sample would the new observation be&nbsp;<em>more</em>&nbsp;likely to be greater than the mean (around 100)?"
 Quantifying Error,Modeling Error with the Normal Distribution,"# this resamples numbers -3 to 3, 1000 times
var1 <- resample(-3:3, 1000)

# put var1 into a data frame called somedata
somedata <-
"
 Quantifying Error,Modeling Error with the Normal Distribution,"# Create a histogram of var1 from somedata
"
 Quantifying Error,Modeling Error with the Normal Distribution,"# write code to print out a few lines of somedata

# write code to create individual histograms
# the first one (var1) has been written for you
gf_histogram(~ var1, fill = ""red"", data = somedata)
"
 Quantifying Error,Modeling Error with the Normal Distribution,"# run this code
summary(somedata)
"
 Quantifying Error,Modeling Error with the Normal Distribution,"# save the total of the 10 variables to the total column in somedata
# (HINT: The sum function won't work in this case)
somedata$total <-

# this will make a density histogram of the totals
gf_dhistogram(~total, data = somedata, fill = ""black"")
"
 Quantifying Error,Modeling Error with the Normal Distribution,"# try changing the bin number to be smaller than 30
gf_dhistogram(~ total, data = somedata, fill = ""black"", bins = 30)

# try changing the bin number to be larger than 30
gf_dhistogram(~ total, data = somedata, fill = ""black"", bins = 30)
"
 Quantifying Error,Modeling Error with the Normal Distribution,What do you think the distribution of <code>var1</code> will look like?
 Quantifying Error,Modeling Error with the Normal Distribution,What is the Data Generating Process (DGP) of&nbsp;<code>var1</code>&nbsp;like?
 Quantifying Error,Modeling Error with the Normal Distribution,Do any of the simulated variables (<code>var1</code> through <code>var10</code>) look normal?
 Quantifying Error,Modeling Error with the Normal Distribution,What does the distribution of the summary variable&nbsp;<code>sum</code>&nbsp;generally look like?
 Quantifying Error,Using the Normal Model to Make Predictions,"# try running this code
xpnorm(65.1, mean(Fingers$Thumb), sd(Fingers$Thumb))
"
 Quantifying Error,Using the Normal Model to Make Predictions,"Based on this picture, eyeball the proportion of thumbs that might be at least 65.1."
 Quantifying Error,Using the Normal Model to Make Predictions,"What value of&nbsp;<code>Thumb</code>&nbsp;is represented by the blue, vertical line in the picture above?"
 Quantifying Error,Using the Normal Model to Make Predictions,"When we model error with a normal distribution, we think about our data in a smooth way rather than a jagged way. If we are interested in the probability of a student having a thumb longer than 65.1 mm, what part of the picture above should we look at?"
 Quantifying Error,Using the Normal Model to Make Predictions,"According to the normal model, what is the probability of a student having a thumb longer than 65.1?"
 Quantifying Error,Using the Normal Model to Make Predictions,"You probably noticed that the border (the black line representing 65.1 mm) is not labeled 65.1. Instead, it is labeled ""z&nbsp;= 0.57.""&nbsp; What does this&nbsp;z&nbsp;score mean?"
 Adding an Explanatory Variable to the Model,Explaining Variation,"If we wanted to generate different predictions for thumb lengths of females and males, which of the following strategies sounds reasonable?"
 Adding an Explanatory Variable to the Model,Explaining Variation,"Based on the visualization, what would the <code>Sex</code> model predict for a female student's thumb length?&nbsp;"
 Adding an Explanatory Variable to the Model,Explaining Variation,"Based on the visualization, what would the <code>Sex</code> model predict for a male student's thumb length? (Check all that apply.)"
 Adding an Explanatory Variable to the Model,Using Proportional Reduction in Error (PRE) to Compare Two Models,What does PRE mean?
 Adding an Explanatory Variable to the Model,Using Proportional Reduction in Error (PRE) to Compare Two Models,Which is true about PRE? (Check all that apply.)
 Adding an Explanatory Variable to the Model,Using Proportional Reduction in Error (PRE) to Compare Two Models,"If you have two models for the same outcome variable, one more complex than the other, which will usually have the larger Sum of Squares Error?"
 Adding an Explanatory Variable to the Model,Chapter 7 Review Questions,"<p>The following set of questions is based on a data frame called&nbsp;<code>FatMice18</code>, which contains data for 18 mice. Mice were randomly assigned to one of two light treatments:&nbsp;LD (a&nbsp;normal light/dark cycle) or&nbsp;LL (light in the day and light at night as well). The researchers tracked the weight gained by each mouse (in grams) over four weeks of this light treatment.</p>

<p>The variables in the data frame are:</p>

<ul>
	<li><code>Light</code>Light treatment: LD = normal light/dark cycle or LL = bright light at night</li>
	<li><code>WgtGain4</code>Weight gain in grams over a four week period</li>
	<li><code>CageLoc</code>The location of the cage in the research lab (on the top row or bottom row)</li>
</ul>

<p>Here's the result of running&nbsp;<code>head(FatMice18)</code>:</p>

<pre><code>  Light WgtGain4    CageLoc
1    LL       10    top row
2    LL       10    top row
3    LL       11 bottom row
4    LL        9 bottom row
5    LL       12    top row
6    LL        9 bottom row
</code></pre>

<p>1. If we run <code>lm()</code> to fit the model for <code>WeightGain4</code>, using <code>Light</code> as an explanatory model, how is error from the model calculated for each mouse?</p>
"
 Adding an Explanatory Variable to the Model,Chapter 7 Review Questions,"<pre><code> Analysis of Variance Table (Type III SS)
 Model: WgtGain4 ~ Light

                              SS df      MS      F    PRE     p
 ----- --------------- | ------- -- ------- ------ ------ -----
 Model (error reduced) | 112.500  1 112.500 24.398 0.6039 .0001
 Error (from model)    |  73.778 16   4.611                    
 ----- --------------- | ------- -- ------- ------ ------ -----
 Total (empty model)   | 186.278 17  10.95
</code></pre>

<p>2. Above is the <code>supernova()</code> table for <code>Light_model</code>, which uses <code>Light</code> to explain variation in <code>WgtGain4</code>. What does the PRE of .60 mean?</p>
"
 Adding an Explanatory Variable to the Model,Chapter 7 Review Questions,"<pre>
<code> Analysis of Variance Table (Type III SS)
 Model: WgtGain4 ~ Light

                              SS df      MS      F    PRE     p
 ----- --------------- | ------- -- ------- ------ ------ -----
 Model (error reduced) | 112.500  1 112.500 24.398 0.6039 .0001
 Error (from model)    |  73.778 16   4.611                    
 ----- --------------- | ------- -- ------- ------ ------ -----
 Total (empty model)   | 186.278 17  10.95

Coefficients:
(Intercept)      LightLL  
      5.889        5.000
</code></pre>

<p>3. Do these results show that light treatment (that is, being in the LL group) causes mice to eat more?</p>
"
 Adding an Explanatory Variable to the Model,Chapter 7 Review Questions,4. Let's say we calculate the residuals from both the empty model and the complex model. What is similar about these two sets of residuals?
 Adding an Explanatory Variable to the Model,Chapter 7 Review Questions,"<pre>
<code> Analysis of Variance Table (Type III SS)
 Model: WgtGain4 ~ Light

                              SS df      MS      F    PRE     p
 ----- --------------- | ------- -- ------- ------ ------ -----
 Model (error reduced) | 112.500  1 112.500 24.398 0.6039 .0001
 Error (from model)    |  73.778 16   4.611                    
 ----- --------------- | ------- -- ------- ------ ------ -----
 Total (empty model)   | 186.278 17  10.95
</code></pre>

<p>5. Above is the supernova table for <code>Light_model</code>, which uses <code>Light</code> to explain variation in <code>WgtGain4</code>. Why does the table show a smaller sum of squares error (73.78) than sum of squares total (186.28)?</p>
"
 Adding an Explanatory Variable to the Model,Chapter 7 Review Questions,"<pre><code> Analysis of Variance Table (Type III SS)
 Model: WgtGain4 ~ Light

                              SS df      MS      F    PRE     p
 ----- --------------- | ------- -- ------- ------ ------ -----
 Model (error reduced) | 112.500  1 112.500 24.398 0.6039 .0001
 Error (from model)    |  73.778 16   4.611                    
 ----- --------------- | ------- -- ------- ------ ------ -----
 Total (empty model)   | 186.278 17  10.95
</code></pre>

<pre><code>&nbsp;Analysis of Variance Table (Type III SS)
&nbsp;Model: WgtGain4 ~ CageLoc
&nbsp;
&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; SS df &nbsp; &nbsp; MS &nbsp; &nbsp; F &nbsp; &nbsp;PRE &nbsp; &nbsp; p
&nbsp;----- ----------------- ------- -- ------ ----- ------ -----
&nbsp;Model (error reduced) | &nbsp;14.803 &nbsp;1 14.803 1.381 0.0795 .2571
&nbsp;Error (from model) &nbsp; &nbsp;| 171.475 16 10.717 &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;
&nbsp;----- ----------------- ------- -- ------ ----- ------ -----
&nbsp;Total (empty model) &nbsp; | 186.278 17 10.958
</code></pre>

<p>&nbsp;</p>

<p>6. Based on the two supernova tables above we would argue that <code>Light</code> (top table) explains more variation in <code>WgtGain4</code> than does <code>CageLoc</code> (the cage location, bottom table). What in the table would support this argument?</p>
"
 Adding an Explanatory Variable to the Model,Chapter 7 Review Questions,"7. Using the <code>FatMice18</code> data frame, run <code>lm()</code> to fit the model for <code>WgtGain4</code>, using <code>Light</code> as an explanatory variable. If&nbsp;\(Y_i=b_0+b_1X_i+e_i\)&nbsp;represents the fitted model, what is the value of&nbsp;\(b_0\)?"
 Adding an Explanatory Variable to the Model,Chapter 7 Review Questions,"<pre>
<code>                              SS df       MS     F    PRE     p
 ----- ----------------- ------- -- -------- ----- ------ -----
 Model (error reduced) |  2638.1  1 2638.361          <span style=""color: red""><b>?</b></span>
 Error (from model)    |  7845.3 80   98.079                    
 ----- ----------------- ------- -- -------- ------ ------ -----
 Total (empty model)   | 10484.7 81  129.441
</code></pre>

<p>&nbsp;</p>

<p>8. Based on information in the <code>supernova()</code> table above, how would you calculate the approximate value of PRE?</p>
"
 Adding an Explanatory Variable to the Model,Chapter 7 Review Questions,"<p><code>StudentSurvey</code>is a data frame with 362 observations on the following 17 variables:</p>

<ul>
	<li><code>Year</code>Year in school</li>
	<li><code>Gender</code>Student's gender:&nbsp;F or M</li>
	<li><code>Smoke</code>Smokers?&nbsp; No or Yes</li>
	<li><code>Award</code>Preferred&nbsp;award:&nbsp;Academy, Nobel, or Olympic</li>
	<li><code>HigherSAT</code>Which SAT is higher?&nbsp;Math or Verbal</li>
	<li><code>Exercise</code>Hours of exercise per week</li>
	<li><code>TV</code>Hours of TV viewing per week</li>
	<li><code>Height</code>Height (in inches)</li>
	<li><code>Weight</code>Weight (in pounds)</li>
	<li><code>Siblings</code>Number of Siblings</li>
	<li><code>BirthOrder</code>Birth order, 1 = oldest</li>
	<li><code>VerbalSAT</code>Verbal SAT score</li>
	<li><code>MathSAT</code>Math SAT score</li>
	<li><code>SAT</code>Combined Verbal + Math SAT</li>
	<li><code>GPA</code>College grade point average</li>
	<li><code>Pulse</code>Pulse rate (beats per minute)</li>
	<li><code>Piercings</code>Number of body piercings</li>
</ul>

<p><span style=""font-family:helvetica neue,helvetica,arial,sans-serif"">9. Use <code>lm()</code> to explore the model that includes <code>Gender</code> to explain <code>Height</code> in the <code>StudentSurvey</code> data frame. How many inches must you add to the mean height for females to get the mean height for males?</span></p>
"
 Adding an Explanatory Variable to the Model,Chapter 7 Review Questions,"10. Again using <code>lm()</code> to explore the model that includes <code>Gender</code> to explain <code>Height</code> in the <code>StudentSurvey</code> data frame, what is the mean height for female?"
 Adding an Explanatory Variable to the Model,Chapter 7 Review Questions,11. Fit a model using&nbsp;<code>Gender</code> to explain variation in&nbsp;<code>Piercings</code>&nbsp;and take a look at the parameter estimates. What would the model predict for a male student?
